"Entity","Code","Year","Annual.CO..emissions","Region"
"Cyprus","CYP",1994,5989884,"Southern Europe"
"Cyprus","CYP",1995,5860148,"Southern Europe"
"Cyprus","CYP",1996,6209978,"Southern Europe"
"Cyprus","CYP",1997,6296240,"Southern Europe"
"Cyprus","CYP",1998,6590239,"Southern Europe"
"Cyprus","CYP",1999,6856407,"Southern Europe"
"Cyprus","CYP",2000,7102160,"Southern Europe"
"Cyprus","CYP",2001,6976048,"Southern Europe"
"Cyprus","CYP",2002,7167065,"Southern Europe"
"Cyprus","CYP",2003,7557280,"Southern Europe"
"Cyprus","CYP",2004,7786729,"Southern Europe"
"Cyprus","CYP",2005,7958195,"Southern Europe"
"Cyprus","CYP",2006,8185880.5,"Southern Europe"
"Cyprus","CYP",2007,8504394,"Southern Europe"
"Cyprus","CYP",2008,8716733,"Southern Europe"
"Cyprus","CYP",2009,8471252,"Southern Europe"
"Cyprus","CYP",2010,8102210,"Southern Europe"
"Cyprus","CYP",2011,7788881,"Southern Europe"
"Cyprus","CYP",2012,7263977,"Southern Europe"
"Cyprus","CYP",2013,6583855,"Southern Europe"
"Cyprus","CYP",2014,6952094,"Southern Europe"
"Cyprus","CYP",2015,6972854,"Southern Europe"
"Cyprus","CYP",2016,7374974,"Southern Europe"
"Cyprus","CYP",2017,7505071,"Southern Europe"
"Cyprus","CYP",2018,7322967,"Southern Europe"
"Cyprus","CYP",2019,7344204,"Southern Europe"
"Cyprus","CYP",2020,7014958,"Southern Europe"
"Cyprus","CYP",2021,7170389,"Southern Europe"
"Cyprus","CYP",2022,7197524,"Southern Europe"
"Cyprus","CYP",2023,7174221,"Southern Europe"
"Czechia","CZE",1860,202386,"Eastern Europe"
"Czechia","CZE",1861,665380,"Eastern Europe"
"Czechia","CZE",1862,1131146,"Eastern Europe"
"Czechia","CZE",1863,1596912,"Eastern Europe"
"Czechia","CZE",1864,2062678.1,"Eastern Europe"
"Czechia","CZE",1865,2528445,"Eastern Europe"
"Czechia","CZE",1866,2994211,"Eastern Europe"
"Czechia","CZE",1867,3457204,"Eastern Europe"
"Czechia","CZE",1868,3922970,"Eastern Europe"
"Czechia","CZE",1869,4388737,"Eastern Europe"
"Czechia","CZE",1870,4854503,"Eastern Europe"
"Czechia","CZE",1871,5320269,"Eastern Europe"
"Czechia","CZE",1872,5783263,"Eastern Europe"
"Czechia","CZE",1873,6249029,"Eastern Europe"
"Czechia","CZE",1874,6714795,"Eastern Europe"
"Czechia","CZE",1875,7180561,"Eastern Europe"
"Czechia","CZE",1876,12412112,"Eastern Europe"
"Czechia","CZE",1877,13041451,"Eastern Europe"
"Czechia","CZE",1878,13670790,"Eastern Europe"
"Czechia","CZE",1879,14691039,"Eastern Europe"
"Czechia","CZE",1880,15564351,"Eastern Europe"
"Czechia","CZE",1881,16437662,"Eastern Europe"
"Czechia","CZE",1882,16809166,"Eastern Europe"
"Czechia","CZE",1883,17954174,"Eastern Europe"
"Czechia","CZE",1884,18544698,"Eastern Europe"
"Czechia","CZE",1885,19470688,"Eastern Europe"
"Czechia","CZE",1886,20468758,"Eastern Europe"
"Czechia","CZE",1887,21500096,"Eastern Europe"
"Czechia","CZE",1888,23044332,"Eastern Europe"
"Czechia","CZE",1889,24397272,"Eastern Europe"
"Czechia","CZE",1890,26091218,"Eastern Europe"
"Czechia","CZE",1891,27050476,"Eastern Europe"
"Czechia","CZE",1892,27460792,"Eastern Europe"
"Czechia","CZE",1893,28070724,"Eastern Europe"
"Czechia","CZE",1894,28774920,"Eastern Europe"
"Czechia","CZE",1895,29864480,"Eastern Europe"
"Czechia","CZE",1896,30599170,"Eastern Europe"
"Czechia","CZE",1897,32384606,"Eastern Europe"
"Czechia","CZE",1898,33108208,"Eastern Europe"
"Czechia","CZE",1899,33967656,"Eastern Europe"
"Czechia","CZE",1900,33720910,"Eastern Europe"
"Czechia","CZE",1901,35234652,"Eastern Europe"
"Czechia","CZE",1902,35705964,"Eastern Europe"
"Czechia","CZE",1903,36376890,"Eastern Europe"
"Czechia","CZE",1904,36731760,"Eastern Europe"
"Czechia","CZE",1905,37813000,"Eastern Europe"
"Czechia","CZE",1906,39487540,"Eastern Europe"
"Czechia","CZE",1907,41500316,"Eastern Europe"
"Czechia","CZE",1908,42265504,"Eastern Europe"
"Czechia","CZE",1909,42007668,"Eastern Europe"
"Czechia","CZE",1910,41569624,"Eastern Europe"
"Czechia","CZE",1911,42096384,"Eastern Europe"
"Czechia","CZE",1912,44791176,"Eastern Europe"
"Czechia","CZE",1913,46851080,"Eastern Europe"
"Czechia","CZE",1914,42711860,"Eastern Europe"
"Czechia","CZE",1915,42617600,"Eastern Europe"
"Czechia","CZE",1916,45359520,"Eastern Europe"
"Czechia","CZE",1917,42653640,"Eastern Europe"
"Czechia","CZE",1918,36365800,"Eastern Europe"
"Czechia","CZE",1919,34355796,"Eastern Europe"
"Czechia","CZE",1920,34073010,"Eastern Europe"
"Czechia","CZE",1921,32722840,"Eastern Europe"
"Czechia","CZE",1922,29204644,"Eastern Europe"
"Czechia","CZE",1923,30868094,"Eastern Europe"
"Czechia","CZE",1924,37887856,"Eastern Europe"
"Czechia","CZE",1925,35656060,"Eastern Europe"
"Czechia","CZE",1926,36152320,"Eastern Europe"
"Czechia","CZE",1927,38797210,"Eastern Europe"
"Czechia","CZE",1928,40848796,"Eastern Europe"
"Czechia","CZE",1929,45694980,"Eastern Europe"
"Czechia","CZE",1930,40312584,"Eastern Europe"
"Czechia","CZE",1931,37720348,"Eastern Europe"
"Czechia","CZE",1932,32876820,"Eastern Europe"
"Czechia","CZE",1933,30065584,"Eastern Europe"
"Czechia","CZE",1934,30033388,"Eastern Europe"
"Czechia","CZE",1935,30919224,"Eastern Europe"
"Czechia","CZE",1936,33594170,"Eastern Europe"
"Czechia","CZE",1937,40693550,"Eastern Europe"
"Czechia","CZE",1938,46590470,"Eastern Europe"
"Czechia","CZE",1939,51194030,"Eastern Europe"
"Czechia","CZE",1940,57696492,"Eastern Europe"
"Czechia","CZE",1941,58075716,"Eastern Europe"
"Czechia","CZE",1942,62636890,"Eastern Europe"
"Czechia","CZE",1943,69155560,"Eastern Europe"
"Czechia","CZE",1944,65928084,"Eastern Europe"
"Czechia","CZE",1945,34987908,"Eastern Europe"
"Czechia","CZE",1946,43568924,"Eastern Europe"
"Czechia","CZE",1947,49452748,"Eastern Europe"
"Czechia","CZE",1948,53450948,"Eastern Europe"
"Czechia","CZE",1949,56189484,"Eastern Europe"
"Czechia","CZE",1950,57853692,"Eastern Europe"
"Czechia","CZE",1951,61651396,"Eastern Europe"
"Czechia","CZE",1952,65918656,"Eastern Europe"
"Czechia","CZE",1953,68322280,"Eastern Europe"
"Czechia","CZE",1954,72966320,"Eastern Europe"
"Czechia","CZE",1955,75746790,"Eastern Europe"
"Czechia","CZE",1956,81281330,"Eastern Europe"
"Czechia","CZE",1957,84904020,"Eastern Europe"
"Czechia","CZE",1958,92772050,"Eastern Europe"
"Czechia","CZE",1959,92872500,"Eastern Europe"
"Czechia","CZE",1960,99052616,"Eastern Europe"
"Czechia","CZE",1961,107504750,"Eastern Europe"
"Czechia","CZE",1962,114564056,"Eastern Europe"
"Czechia","CZE",1963,120492344,"Eastern Europe"
"Czechia","CZE",1964,125401920,"Eastern Europe"
"Czechia","CZE",1965,122199640,"Eastern Europe"
"Czechia","CZE",1966,121522424,"Eastern Europe"
"Czechia","CZE",1967,121278520,"Eastern Europe"
"Czechia","CZE",1968,126879960,"Eastern Europe"
"Czechia","CZE",1969,134693580,"Eastern Europe"
"Czechia","CZE",1970,154419700,"Eastern Europe"
"Czechia","CZE",1971,161977440,"Eastern Europe"
"Czechia","CZE",1972,163451040,"Eastern Europe"
"Czechia","CZE",1973,164108240,"Eastern Europe"
"Czechia","CZE",1974,165999570,"Eastern Europe"
"Czechia","CZE",1975,173668350,"Eastern Europe"
"Czechia","CZE",1976,180410800,"Eastern Europe"
"Czechia","CZE",1977,185792430,"Eastern Europe"
"Czechia","CZE",1978,187464370,"Eastern Europe"
"Czechia","CZE",1979,182557390,"Eastern Europe"
"Czechia","CZE",1980,184677390,"Eastern Europe"
"Czechia","CZE",1981,182648460,"Eastern Europe"
"Czechia","CZE",1982,180846050,"Eastern Europe"
"Czechia","CZE",1983,181076180,"Eastern Europe"
"Czechia","CZE",1984,187168030,"Eastern Europe"
"Czechia","CZE",1985,184599820,"Eastern Europe"
"Czechia","CZE",1986,185854500,"Eastern Europe"
"Czechia","CZE",1987,183641400,"Eastern Europe"
"Czechia","CZE",1988,180617040,"Eastern Europe"
"Czechia","CZE",1989,172330690,"Eastern Europe"
"Czechia","CZE",1990,164250460,"Eastern Europe"
"Czechia","CZE",1991,148883280,"Eastern Europe"
"Czechia","CZE",1992,145705810,"Eastern Europe"
"Czechia","CZE",1993,140124100,"Eastern Europe"
"Czechia","CZE",1994,132668120,"Eastern Europe"
"Czechia","CZE",1995,131622310,"Eastern Europe"
"Czechia","CZE",1996,135018770,"Eastern Europe"
"Czechia","CZE",1997,130941740,"Eastern Europe"
"Czechia","CZE",1998,125715920,"Eastern Europe"
"Czechia","CZE",1999,116672030,"Eastern Europe"
"Czechia","CZE",2000,127236140,"Eastern Europe"
"Czechia","CZE",2001,127144510,"Eastern Europe"
"Czechia","CZE",2002,123967850,"Eastern Europe"
"Czechia","CZE",2003,127571890,"Eastern Europe"
"Czechia","CZE",2004,128291810,"Eastern Europe"
"Czechia","CZE",2005,125690856,"Eastern Europe"
"Czechia","CZE",2006,126537100,"Eastern Europe"
"Czechia","CZE",2007,128366410,"Eastern Europe"
"Czechia","CZE",2008,122934900,"Eastern Europe"
"Czechia","CZE",2009,114982536,"Eastern Europe"
"Czechia","CZE",2010,117476264,"Eastern Europe"
"Czechia","CZE",2011,115189176,"Eastern Europe"
"Czechia","CZE",2012,111287340,"Eastern Europe"
"Czechia","CZE",2013,106722490,"Eastern Europe"
"Czechia","CZE",2014,104246040,"Eastern Europe"
"Czechia","CZE",2015,105000920,"Eastern Europe"
"Czechia","CZE",2016,106648410,"Eastern Europe"
"Czechia","CZE",2017,107745840,"Eastern Europe"
"Czechia","CZE",2018,106335550,"Eastern Europe"
"Czechia","CZE",2019,101008820,"Eastern Europe"
"Czechia","CZE",2020,91673770,"Eastern Europe"
"Czechia","CZE",2021,96645176,"Eastern Europe"
"Czechia","CZE",2022,95107760,"Eastern Europe"
"Czechia","CZE",2023,85624184,"Eastern Europe"
"Denmark","DNK",1843,135568,"Northern Europe"
"Denmark","DNK",1844,157552,"Northern Europe"
"Denmark","DNK",1845,208848,"Northern Europe"
"Denmark","DNK",1846,227168,"Northern Europe"
"Denmark","DNK",1847,172208,"Northern Europe"
"Denmark","DNK",1848,311440,"Northern Europe"
"Denmark","DNK",1849,271136,"Northern Europe"
"Denmark","DNK",1850,340752,"Northern Europe"
"Denmark","DNK",1851,311440,"Northern Europe"
"Denmark","DNK",1852,333424,"Northern Europe"
"Denmark","DNK",1853,359072,"Northern Europe"
"Denmark","DNK",1854,458000,"Northern Europe"
"Denmark","DNK",1855,454336,"Northern Europe"
"Denmark","DNK",1856,648528,"Northern Europe"
"Denmark","DNK",1857,663184,"Northern Europe"
"Denmark","DNK",1858,490976,"Northern Europe"
"Denmark","DNK",1859,626544,"Northern Europe"
"Denmark","DNK",1860,542272,"Northern Europe"
"Denmark","DNK",1861,784096,"Northern Europe"
"Denmark","DNK",1862,677840,"Northern Europe"
"Denmark","DNK",1863,754784,"Northern Europe"
"Denmark","DNK",1864,648528,"Northern Europe"
"Denmark","DNK",1865,1014928,"Northern Europe"
"Denmark","DNK",1866,937984,"Northern Europe"
"Denmark","DNK",1867,916000,"Northern Europe"
"Denmark","DNK",1868,1084544,"Northern Europe"
"Denmark","DNK",1869,945312,"Northern Europe"
"Denmark","DNK",1870,1143168,"Northern Europe"
"Denmark","DNK",1871,1187136,"Northern Europe"
"Denmark","DNK",1872,1139504,"Northern Europe"
"Denmark","DNK",1873,1150496,"Northern Europe"
